gender,age,height_in_cm,marital_status,education,profession,religion,language,community,city,country,food_preferences,drinks,smokes,skin_tone,build,category
M,35,180,AwaitingDivorce,Diploma-Engineering/Technology,SalesProfessional,Hindu,Gujarati,Vaishnav-Vania,Vadodara,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,35,160,NeverMarried,Bachelors-Science,Medical/HealthcareProfessional,Hindu,Gujarati,Prajapati,Toronto,Canada,Non-Vegetarian,DrinksOften,DoesntSmoke,Fairskinned,AverageBuild,6
M,35,167,NeverMarried,Bachelors-Engineering/Technology,SoftwareDeveloper/Programmer,Hindu,Kannada,Lingayath,Melbourne,Australia,Eggetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AthleticBuild,2
M,32,172,NeverMarried,Honoursdegree-Finance,FinanceProfessional,Hindu,Gujarati,NotSpecified,Leicester,UnitedKingdom,Eggetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AverageBuild,2
M,35,175,NeverMarried,Bachelors-Finance,BusinessOwner/Entrepreneur,Hindu,Gujarati,Patel,FL,USA,OccasionallyNon-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AthleticBuild,1
M,34,154,NeverMarried,Masters-Management,Medical/HealthcareProfessional,Hindu,Gujarati,NotSpecified,IL,USA,OccasionallyNon-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AthleticBuild,6
M,35,177,NeverMarried,Masters-Computers/IT,SoftwareProfessional,Hindu,Bengali,Bengali,Bengaluru/Bangalore,India,Non-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,1
M,35,167,NeverMarried,Bachelors-Engineering/Technology,SoftwareProfessional,Hindu,Tamil,Brahmin-Iyer,Thiruvananthapuram,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,3
M,33,172,NeverMarried,Masters-Management,CivilEngineer,Hindu,Gujarati,Vaishnav,NewYork,USA,Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AverageBuild,2
M,34,167,NeverMarried,Bachelors-Finance,FinanceProfessional,Hindu,Gujarati,Patel-Leva,IL,USA,OccasionallyNon-Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,2
M,35,167,NeverMarried,Bachelors-Commerce,CxO/Chairman/Director/President,Hindu,Bengali,Bengali,Kolkata,India,Non-Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,2
M,35,187,NeverMarried,Bachelors-Advertising/Marketing,TeamMember/Staff,Hindu,Hindi,Kshatriya,NJ,USA,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AthleticBuild,1
M,35,172,NeverMarried,Bachelors-Commerce,CustomerSupport/BPO/KPOProfessional,Hindu,Marathi,96KKokanastha,Mumbai,India,Non-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,4
M,34,175,NeverMarried,Bachelors-Education,BusinessOwner/Entrepreneur,Hindu,Hindi,Agarwal,Delhi,India,Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AverageBuild,1
M,34,170,NeverMarried,Bachelors-Engineering/Technology,Sr.Manager/Manager,Hindu,Hindi,Yadav,Mumbai,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,2
M,35,172,NeverMarried,Doctorate-Education,ResearchScholar,Hindu,Hindi,Kori,Lalitpur,India,Non-Vegetarian,DrinksOccasionally,SmokesOften,Fairskinned,AverageBuild,2
M,33,177,NeverMarried,Bachelors-Engineering/Technology,Mechanical/ProductionEngineer,Hindu,Gujarati,Vaishnav,Kuwait,Kuwait,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,35,177,NeverMarried,Bachelors-Engineering/Technology,SoftwareConsultant,Hindu,Sindhi,Sindhi,CapeTown,SouthAfrica,Eggetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,4
M,34,182,NeverMarried,Doctorate-Education,BankingProfessional,Hindu,Hindi,Saini,Jaipur,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,33,182,NeverMarried,Masters-Management,FinanceProfessional,Hindu,Hindi,Brahmin,Delhi,India,Non-Vegetarian,DrinksOccasionally,SmokesOccasionally,VeryFairskinned,AthleticBuild,1
M,34,175,NeverMarried,Masters-Computers/IT,SoftwareDeveloper/Programmer,Hindu,Marathi,Other,SanJose,USA,OccasionallyNon-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,4
M,31,172,NeverMarried,Masters-Management,Sr.Manager/Manager,Hindu,Sindhi,Sindhi,Vapi,India,OccasionallyNon-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,4
M,35,190,NeverMarried,Undergraduate-Management,Consultant/Supervisor/TeamLeads,Hindu,Gujarati,Gujarati,Gandhinagar,India,Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,1
M,32,177,NeverMarried,Bachelors-Engineering/Technology,Mechanical/ProductionEngineer,Hindu,Gujarati,Brahmin-Audichya,Anand,India,Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,SlimBuild,1
M,33,177,NeverMarried,Diploma-FineArts,Designer,Hindu,Hindi,Kayastha,Delhi,India,OccasionallyNon-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,1
M,35,177,NeverMarried,Masters-Engineering/Technology,SalesProfessional,Hindu,Marathi,Maratha,Toronto,Canada,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AthleticBuild,4
M,34,175,NeverMarried,Bachelors-Finance,FinanceProfessional,Hindu,English,Punjabi,Bedfordshire,UnitedKingdom,Non-Vegetarian,DoesntDrink,DoesntSmoke,VeryFairskinned,AverageBuild,1
M,34,172,NeverMarried,Masters-Computers/IT,FinanceProfessional,Hindu,Marathi,Koshti,Pune,India,Eggetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,4
M,35,167,NeverMarried,Masters-Computers/IT,BankingProfessional,Hindu,Hindi,NotSpecified,Lucknow,India,Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AthleticBuild,2
M,35,170,NeverMarried,Masters-Commerce,AccountingProfessional,Hindu,Hindi,Punjabi,Melbourne,Australia,OccasionallyNon-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AthleticBuild,2
M,34,172,NeverMarried,Bachelors-Engineering/Technology,SoftwareProfessional,Hindu,Konkani,Brahmin-GowdSaraswat,Chennai,India,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AverageBuild,2
M,29,185,NeverMarried,Masters-Engineering/Technology,BusinessOwner/Entrepreneur,Hindu,Telugu,AryaVysya,Namakkal,India,Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,4
M,34,177,NeverMarried,Bachelors-Engineering/Technology,Sr.Manager/Manager,Hindu,Hindi,Jat,Delhi,India,OccasionallyNon-Vegetarian,DrinksOccasionally,SmokesOccasionally,Fairskinned,AverageBuild,1
M,31,177,NeverMarried,Bachelors-Engineering/Technology,Mechanical/ProductionEngineer,Hindu,Hindi,Brahmin,Bengaluru/Bangalore,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,1
M,33,180,NeverMarried,Masters-Management,Sr.Manager/Manager,Hindu,Hindi,Kshatriya,Toronto,Canada,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AthleticBuild,1
M,34,180,NeverMarried,Doctorate-Medicine,Doctor,Hindu,English,Gujarati,LosAngeles,USA,Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AverageBuild,1
M,31,182,NeverMarried,Bachelors-Computers/IT,SoftwareDeveloper/Programmer,Hindu,Gujarati,Lohana,Pune,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,1
M,32,170,NeverMarried,Bachelors-Commerce,BankingProfessional,Hindu,Marathi,Shimpi,Mumbai,India,Non-Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,2
M,35,167,NeverMarried,Bachelors-Engineering/Technology,SoftwareDeveloper/Programmer,Hindu,Hindi,Brahmin-Bhumihar,Delhi,India,Non-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,2
M,34,172,NeverMarried,Masters-Management,Sr.Manager/Manager,Hindu,Bengali,Tamboli,Kolkata,India,Non-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,2
M,30,180,NeverMarried,Doctorate-Science,Doctor,Hindu,Odia,Kshatriya,Bhubaneswar,India,OccasionallyNon-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,4
M,34,180,NeverMarried,Bachelors-Engineering/Technology,BusinessOwner/Entrepreneur,Hindu,Hindi,Rajput-Garhwali,Delhi,India,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AverageBuild,1
M,35,177,NeverMarried,Masters-Management,Sr.Manager/Manager,Hindu,Bengali,Bengali,Delhi,India,OccasionallyNon-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AthleticBuild,1
M,35,170,NeverMarried,Masters-Management,FinanceProfessional,Hindu,Hindi,Arora,Delhi,India,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AthleticBuild,2
M,31,172,NeverMarried,Bachelors-Engineering/Technology,Mechanical/ProductionEngineer,Hindu,Sindhi,Sindhi,Ahmedabad,India,Eggetarian,DoesntDrink,DoesntSmoke,VeryFairskinned,AthleticBuild,4
M,35,180,NeverMarried,Masters-Management,MarketingProfessional,Hindu,Marathi,Bhovi,Jalgaon,India,Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,4
M,35,180,NeverMarried,Doctorate-Medicine,Medical/HealthcareProfessional,Hindu,Telugu,Other,TX,USA,Non-Vegetarian,DrinksOften,DoesntSmoke,Darkskinned,AverageBuild,4
M,34,172,NeverMarried,Doctorate-Medicine,Doctor,Hindu,Bengali,Kayastha,Islington,UnitedKingdom,Eggetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,2
M,34,177,NeverMarried,Bachelors-Science,BusinessOwner/Entrepreneur,Hindu,Gujarati,Patel-Kadva,NJ,USA,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,1
M,35,167,NeverMarried,Masters-Engineering/Technology,Electronics/TelecomEngineer,Hindu,Gujarati,Brahmin,Brisbane,Australia,OccasionallyNon-Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AthleticBuild,2
M,31,172,NeverMarried,Diploma-Engineering/Technology,SoftwareProfessional,Hindu,Hindi,Brahmin,Mumbai,India,Vegetarian,DoesntDrink,DoesntSmoke,VeryFairskinned,AthleticBuild,2
M,35,170,NeverMarried,Masters-Advertising/Marketing,BusinessOwner/Entrepreneur,Hindu,Gujarati,Brahmin,Jamnagar,India,Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,2
M,32,170,NeverMarried,Masters-Travel&amp,Tourism,Hindu,Gujarati,Panchal,Mumbai,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,2
M,34,185,NeverMarried,Masters-Computers/IT,SoftwareConsultant,Hindu,Telugu,Padmasali,VA,USA,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AverageBuild,4
M,34,175,NeverMarried,Bachelors-Finance,CxO/Chairman/Director/President,Hindu,Gujarati,Gujarati,Buckinghamshire,UnitedKingdom,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AthleticBuild,1
M,35,180,NeverMarried,Masters-Advertising/Marketing,Hotel&amp,Hindu,Hindi,Rajput,London,UnitedKingdom,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,35,187,NeverMarried,Bachelors-Management,Hotel&amp,Hindu,Punjabi,Khatri,Panchkula,India,OccasionallyNon-Vegetarian,DrinksOccasionally,DoesntSmoke,VeryFairskinned,HeavyBuild,4
M,34,167,NeverMarried,Masters-Finance,BusinessOwner/Entrepreneur,Hindu,Gujarati,Vaishnav-Vania,NJ,USA,OccasionallyNon-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AverageBuild,2
M,34,182,NeverMarried,Bachelors-Engineering/Technology,Consultant/Supervisor/TeamLeads,Hindu,Hindi,Brahmin,Sydney,Australia,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,32,177,NeverMarried,Masters-Nursing/HealthSciences,Doctor,Hindu,Gujarati,Brahmin,NJ,USA,OccasionallyNon-Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AthleticBuild,1
M,32,177,NeverMarried,Masters-Management,AdminProfessional,Hindu,Gujarati,Brahmin-Anavil,Surat,India,Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,HeavyBuild,1
M,31,180,NeverMarried,Masters-Management,MarketingProfessional,Hindu,Punjabi,Punjabi,AbuDhabi,UnitedArabEmirates,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AthleticBuild,4
M,34,162,NeverMarried,Masters-Commerce,AccountingProfessional,Hindu,Punjabi,Agarwal,Punjab,India,Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,3
M,35,180,NeverMarried,Bachelors-Arts,BusinessOwner/Entrepreneur,Hindu,Hindi,Jaiswal,Alwar,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,33,172,NeverMarried,Bachelors-Engineering/Technology,MarketingProfessional,Hindu,Bengali,Brahmin,Kolkata,India,Non-Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,2
M,34,175,NeverMarried,Masters-Engineering/Technology,Electronics/TelecomEngineer,Hindu,Marathi,Brahmin-Deshastha,AZ,USA,Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AthleticBuild,4
M,35,185,NeverMarried,Masters-Finance,CharteredAccountant,Hindu,Kannada,Brahmin-Smartha,Jakarta,Indonesia,Eggetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,34,177,NeverMarried,Masters-Computers/IT,SoftwareDeveloper/Programmer,Hindu,Gujarati,Vaishnav-Vania,Melbourne,Australia,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,1
M,35,177,NeverMarried,Masters-Computers/IT,SoftwareDeveloper/Programmer,Hindu,Marathi,Bhandari,Mumbai,India,Non-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,4
M,33,175,NeverMarried,Masters-Engineering/Technology,CxO/Chairman/Director/President,Hindu,Gujarati,Vaishnav,Ahmedabad,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,1
M,35,177,NeverMarried,Masters-Management,JewelleryDesigner,Hindu,Hindi,Mehra,Delhi,India,OccasionallyNon-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,30,165,NeverMarried,Honoursdegree-Engineering/Technology,BusinessOwner/Entrepreneur,Hindu,Gujarati,NotSpecified,Ahmedabad,India,Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AthleticBuild,2
M,31,180,NeverMarried,Masters-Management,Sr.Manager/Manager,Hindu,Hindi,Gupta,Noida,India,OccasionallyNon-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,35,165,NeverMarried,Masters-Finance,CharteredAccountant,Hindu,Gujarati,Other,London,UnitedKingdom,Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AthleticBuild,2
M,33,172,NeverMarried,Bachelors-Engineering/Technology,SoftwareProfessional,Hindu,Hindi,Brahmin,Nagpur,India,Eggetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,2
M,34,175,NeverMarried,Bachelors-Engineering/Technology,BusinessOwner/Entrepreneur,Hindu,Hindi,Jatav,Noida,India,Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AthleticBuild,1
M,32,182,NeverMarried,Bachelors-Engineering/Technology,CivilEngineer,Hindu,Hindi,Brahmin,Delhi,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,34,177,NeverMarried,Diploma-Shipping,BusinessOwner/Entrepreneur,Hindu,Gujarati,Lohana,Leicester,UnitedKingdom,Vegetarian,DoesntDrink,SmokesOften,Fairskinned,AthleticBuild,1
M,34,177,NeverMarried,Masters-Computers/IT,SoftwareConsultant,Hindu,Gujarati,Vaishnav,NC,USA,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AthleticBuild,1
M,35,177,NeverMarried,Bachelors-Engineering/Technology,SoftwareProfessional,Hindu,Hindi,Brahmin,Delhi,India,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AverageBuild,1
M,35,170,NeverMarried,Masters-Computers/IT,SoftwareDeveloper/Programmer,Hindu,Gujarati,Brahmin-Audichya,Mumbai,India,Vegetarian,DoesntDrink,DoesntSmoke,VeryFairskinned,AverageBuild,2
M,34,182,NeverMarried,Masters-Computers/IT,SoftwareProfessional,Hindu,Hindi,Rajput,Delhi,India,Non-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,1
M,35,170,NeverMarried,Masters-Computers/IT,Agent/Broker/Trader/Contractor,Hindu,Punjabi,Punjabi,Sandwell,UnitedKingdom,OccasionallyNon-Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AthleticBuild,4
M,35,182,NeverMarried,Bachelors-Engineering/Technology,Sr.Manager/Manager,Hindu,Punjabi,Arora,Chandigarh,India,OccasionallyNon-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,4
M,35,175,NeverMarried,Masters-Finance,Consultant/Supervisor/TeamLeads,Hindu,Bengali,Kshatriya,NY,USA,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AthleticBuild,1
M,34,172,NeverMarried,Bachelors-Engineering/Technology,OtherAirlineProfessional,Hindu,Hindi,Other,Allahabad,India,Non-Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AverageBuild,2
M,35,170,NeverMarried,Bachelors-Engineering/Technology,SoftwareDeveloper/Programmer,Hindu,Marathi,Other,London,UnitedKingdom,OccasionallyNon-Vegetarian,DrinksOccasionally,DoesntSmoke,Fairskinned,AverageBuild,2
M,35,172,NeverMarried,Doctorate-Engineering/Technology,NonITEngineer,Hindu,Marathi,Other,CA,USA,Non-Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,AthleticBuild,4
M,35,182,NeverMarried,Bachelors-Engineering/Technology,SoftwareConsultant,Hindu,Hindi,Brahmin,CA,USA,Vegetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,1
M,32,177,NeverMarried,Masters-Computers/IT,SoftwareDeveloper/Programmer,Hindu,Gujarati,Patel-Leva,NJ,USA,Vegetarian,DoesntDrink,DoesntSmoke,Fairskinned,SlimBuild,1
M,33,167,NeverMarried,Bachelors-Computers/IT,Agent/Broker/Trader/Contractor,Hindu,Hindi,Teli,Varanasi,India,Eggetarian,DoesntDrink,DoesntSmoke,Wheatishskintone,AverageBuild,2
M,34,165,NeverMarried,Bachelors-Engineering/Technology,VP/AVP/GM/DGM,Hindu,Telugu,Brahmin-Vaidiki,CA,USA,Vegetarian,DrinksOccasionally,DoesntSmoke,Wheatishskintone,AthleticBuild,3
